# time[s],voltage[V]
8.4276812435e+05,-2.0170127835e+00
8.5376812435e+05,-2.0170127835e+00
8.6576812435e+05,-2.0170127835e+00
8.7676812435e+05,-2.0170127835e+00
8.8876812435e+05,-2.0170127835e+00
9.0076812435e+05,-2.0170127835e+00
9.1176812435e+05,-2.0170127835e+00
9.2376812435e+05,-2.0170127835e+00
9.3576812435e+05,-2.0170127835e+00
9.4676812435e+05,-2.0170127834e+00
9.5876812435e+05,-2.0170127835e+00
9.6976812435e+05,-2.0170127834e+00
9.8176812435e+05,-2.0170127834e+00
9.9376812435e+05,-2.0170127834e+00
1.0047681244e+06,-2.0170127834e+00
1.0167681244e+06,-2.0170127834e+00
1.0277681244e+06,-2.0170127834e+00
